publishedAt,title,description,content,results,source2,hour,day,cont_joined,neg,neu,pos,comp,blob,comp_abs,blob_abs,c_b,Sentiment
2021-06-21 09:01:37-04:00,ICYMI - The Past Week's New Downloads 6/14/21 - 6/20/21,cpufetch is a portable command-line fetching tool that displays your CPU architecture.Download @ https://www.majorgeeks.com/files/details/cpufetch.htmlCyotek Color Palette Editor permits you to c,cpufetch is a portable command-line fetching tool that displays your CPU architecture.Download @ https://www.majorgeeks.com/files/details/cpufetch.htmlCyotek Color Palette Editor permits you to c,55,Majorgeeks,9,21,ICYMI - The Past Week's New Downloads 6/14/21 - 6/20/21; cpufetch is a portable command-line fetching tool that displays your CPU architecture.Download @ https://www.majorgeeks.com/files/details/cpufetch.htmlCyotek Color Palette Editor permits you to c,0.0,1.0,0.0,0.0,-0.05681818181818182,0,0,0.05681818181818182,0
2021-06-21 09:02:08-04:00,Amazon Prime Day TV deal: Panasonic’s TX-55HX600BZ 55in 4K TV has £240 off,"Amazon Prime Day has well and truly arrived, bringing with it huge discounts on mattresses, iPhones, PS5 games, Shark vacuum cleaners and more.Across the biggest shopping event this year, well be b","Amazon Prime Day has well and truly arrived, bringing with it huge discounts on mattresses, iPhones, PS5 games, Shark vacuum cleaners and more.Across the biggest shopping event this year, well be b",55,Independent,9,21,"Amazon Prime Day TV deal: Panasonic’s TX-55HX600BZ 55in 4K TV has £240 off; Amazon Prime Day has well and truly arrived, bringing with it huge discounts on mattresses, iPhones, PS5 games, Shark vacuum cleaners and more.Across the biggest shopping event this year, well be b",0.0,0.748,0.252,0.8689,0.19583333333333336,1,1,0.6730666666666667,1
2021-06-21 09:04:08-04:00,Top tools and tech for communicators to try,"Theres no piece of technology that can replace a soundstrategy and a talented team at your side, but a smart toolset can streamline your workflow.To help you sift through all your options, weve ro","Theres no piece of technology that can replace a soundstrategy and a talented team at your side, but a smart toolset can streamline your workflow.To help you sift through all your options, weve ro",55,Relevance,9,21,"Top tools and tech for communicators to try; Theres no piece of technology that can replace a soundstrategy and a talented team at your side, but a smart toolset can streamline your workflow.To help you sift through all your options, weve ro",0.035,0.735,0.23,0.8422,0.47142857142857136,1,1,0.3707714285714286,1
2021-06-21 09:08:44-04:00,Reinventing Learning For Hybrid Work: Salesforce Raises Its Game,"Kris Landre of SalesforceSalesforce.com, IncPeople are reimagining learning and connecting in this new hybrid world because learning the skills isn't quite enough. You need the coaching, you need","Kris Landre of SalesforceSalesforce.com, IncPeople are reimagining learning and connecting in this new hybrid world because learning the skills isn't quite enough. You need the coaching, you need",55,Forbes,9,21,"Reinventing Learning For Hybrid Work: Salesforce Raises Its Game; Kris Landre of SalesforceSalesforce.com, IncPeople are reimagining learning and connecting in this new hybrid world because learning the skills isn't quite enough. You need the coaching, you need",0.0,1.0,0.0,0.0,-0.08787878787878789,0,0,0.08787878787878789,0
2021-06-21 09:14:04-04:00,"Zoom, Skype, and video call with this discounted webcam on Prime Day","With more people working and studying from home than ever, a webcam is one of the most important gadgets you can buy. While many of the best laptops have good webcams, you're going to get better resu","With more people working and studying from home than ever, a webcam is one of the most important gadgets you can buy. While many of the best laptops have good webcams, you're going to get better resu",55,Windows Central,9,21,"Zoom, Skype, and video call with this discounted webcam on Prime Day; With more people working and studying from home than ever, a webcam is one of the most important gadgets you can buy. While many of the best laptops have good webcams, you're going to get better resu",0.0,0.763,0.237,0.907,0.5857142857142856,1,1,0.3212857142857144,1
2021-06-21 09:15:28-04:00,Windows 11 could have some love for touchscreens and multi-monitor setups,"It looks like Windows 11 might make some useful changes for folks who are running multi-monitor setups, plus the OS could push forward with gesture controls on touchscreens, too.As Windows Latest f","It looks like Windows 11 might make some useful changes for folks who are running multi-monitor setups, plus the OS could push forward with gesture controls on touchscreens, too.As Windows Latest f",55,TechRadar,9,21,"Windows 11 could have some love for touchscreens and multi-monitor setups; It looks like Windows 11 might make some useful changes for folks who are running multi-monitor setups, plus the OS could push forward with gesture controls on touchscreens, too.As Windows Latest f",0.0,0.802,0.198,0.8625,0.43333333333333335,1,1,0.4291666666666667,1
2021-06-21 09:17:09-04:00,The US Intelligence Community Is Tearing the Country Apart from the Inside,"Orlov is one of our favorite essayists on Russia and all sorts of other things. He moved to the US as a child, and lives in the Boston area.He is one of the better-known thinkersThe New Yorkerhas","Orlov is one of our favorite essayists on Russia and all sorts of other things. He moved to the US as a child, and lives in the Boston area.He is one of the better-known thinkersThe New Yorkerhas",55,Russia-insider,9,21,"The US Intelligence Community Is Tearing the Country Apart from the Inside; Orlov is one of our favorite essayists on Russia and all sorts of other things. He moved to the US as a child, and lives in the Boston area.He is one of the better-known thinkersThe New Yorkerhas",0.0,0.883,0.117,0.7269,0.17045454545454544,1,1,0.5564454545454546,1
2021-06-21 09:17:17-04:00,Best treadmill deal in the Amazon Prime Day sale: Save 20% on this folding running machine,"Amazon Prime Day is finally here, and its a thrifters favourite time of year. There is a stellar line-up of offers on everything from gaming consoles, Nintendo Switch and tech to TVs, home applianc","Amazon Prime Day is finally here, and its a thrifters favourite time of year. There is a stellar line-up of offers on everything from gaming consoles, Nintendo Switch and tech to TVs, home applianc",55,Independent,9,21,"Best treadmill deal in the Amazon Prime Day sale: Save 20% on this folding running machine; Amazon Prime Day is finally here, and its a thrifters favourite time of year. There is a stellar line-up of offers on everything from gaming consoles, Nintendo Switch and tech to TVs, home applianc",0.0,0.803,0.197,0.8689,0.3375,1,1,0.5314,1
2021-06-21 09:19:00-04:00,Air France-KLM CEO sees business travel return despite low demand - AeroTime News Hub,Air France-KLM Group chief executive officer Ben Smith said he believed that business travel would return despite decreased demand and changes in the business travel market.Im very confident that,Air France-KLM Group chief executive officer Ben Smith said he believed that business travel would return despite decreased demand and changes in the business travel market.Im very confident that,55,AeroTime News Hub,9,21,Air France-KLM CEO sees business travel return despite low demand - AeroTime News Hub; Air France-KLM Group chief executive officer Ben Smith said he believed that business travel would return despite decreased demand and changes in the business travel market.Im very confident that,0.0,0.825,0.175,0.7225,0.08333333333333333,1,0,0.6391666666666667,1
2021-06-21 09:19:40-04:00,"COVID-19 Impact on Internet of Things In Insurance Market is to Witness Significant Growth between 2021-2027 with leading players Accenture PLC, Cisco Systems Inc, International Business Machines Corporation, Microsoft Corporation – The Manomet Curr - The Manomet Current",Global Internet of Things In Insurance MarketReport Organizations Researcher investigators specialists causes us to give our customers an exhaustive and top to bottom examination of Internet of Thin,Global Internet of Things In Insurance MarketReport Organizations Researcher investigators specialists causes us to give our customers an exhaustive and top to bottom examination of Internet of Thin,55,Manometcurrent,9,21,"COVID-19 Impact on Internet of Things In Insurance Market is to Witness Significant Growth between 2021-2027 with leading players Accenture PLC, Cisco Systems Inc, International Business Machines Corporation, Microsoft Corporation – The Manomet Curr - The Manomet Current; Global Internet of Things In Insurance MarketReport Organizations Researcher investigators specialists causes us to give our customers an exhaustive and top to bottom examination of Internet of Thin",0.022,0.886,0.092,0.5719,0.07916666666666666,1,0,0.4927333333333333,1
2021-06-21 09:22:40-04:00,"Amazon Prime Day (2021): Earbuds, Laptops, Smartphones, Smartwatch, TV Star Deals","Amazon Prime Day 2021 has arrived and now we have a full look at all the best deals on offer. If you're going to leave Prime Day with something to show for it, these are the best deals you will find.","Amazon Prime Day 2021 has arrived and now we have a full look at all the best deals on offer. If you're going to leave Prime Day with something to show for it, these are the best deals you will find.",55,Forbes,9,21,"Amazon Prime Day (2021): Earbuds, Laptops, Smartphones, Smartwatch, TV Star Deals; Amazon Prime Day 2021 has arrived and now we have a full look at all the best deals on offer. If you're going to leave Prime Day with something to show for it, these are the best deals you will find.",0.02,0.78,0.2,0.891,0.7833333333333333,1,1,0.10766666666666669,1
2021-06-21 09:23:54-04:00,Make mega savings with these Prime Day Chromebook deals,"Act fast and you can save up to $300 on some class Chromebook deals this Prime Day. If you're hunting down an affordable and easy-to-use laptop, they fit the bill nicely. Their lightweight, simplisti","Act fast and you can save up to $300 on some class Chromebook deals this Prime Day. If you're hunting down an affordable and easy-to-use laptop, they fit the bill nicely. Their lightweight, simplisti",55,GamesRadar+,9,21,"Make mega savings with these Prime Day Chromebook deals; Act fast and you can save up to $300 on some class Chromebook deals this Prime Day. If you're hunting down an affordable and easy-to-use laptop, they fit the bill nicely. Their lightweight, simplisti",0.0,0.823,0.177,0.8225,0.26111111111111107,1,1,0.5613888888888889,1
2021-06-21 09:24:55-04:00,New firmware updates are available for Surface Pro X with SQ1 and SQ2 processors,"Microsoft is rolling out a new set of firmware updates for its ARM-based Surface Pro X devices. There are two sets of updates for both models of the Surface Pro X, meaning those with SQ1 and SQ2 proc","Microsoft is rolling out a new set of firmware updates for its ARM-based Surface Pro X devices. There are two sets of updates for both models of the Surface Pro X, meaning those with SQ1 and SQ2 proc",55,OnMSFT,9,21,"New firmware updates are available for Surface Pro X with SQ1 and SQ2 processors; Microsoft is rolling out a new set of firmware updates for its ARM-based Surface Pro X devices. There are two sets of updates for both models of the Surface Pro X, meaning those with SQ1 and SQ2 proc",0.0,1.0,0.0,0.0,0.22424242424242424,0,1,-0.22424242424242424,0
2021-06-21 09:24:56-04:00,"Wild Overnight Session Kicks Off Busy Week Featuring Powell, Key Earnings From Nike, FedEx","Getty ImagesGetty ImagesKey Takeaways:<ul><li>Major indices reverse, moving into green in pre-market trading</li><li>Volatility remains elevated, along with bonds, as defensive trading still ev","Getty ImagesGetty ImagesKey Takeaways:<ul><li>Major indices reverse, moving into green in pre-market trading</li><li>Volatility remains elevated, along with bonds, as defensive trading still ev",55,Forbes,9,21,"Wild Overnight Session Kicks Off Busy Week Featuring Powell, Key Earnings From Nike, FedEx; Getty ImagesGetty ImagesKey Takeaways:<ul><li>Major indices reverse, moving into green in pre-market trading</li><li>Volatility remains elevated, along with bonds, as defensive trading still ev",0.0,0.97,0.03,0.0258,0.0,0,0,0.0258,0
2021-06-21 09:26:14-04:00,The multilayered challenges of broadband expansion,"In the Biden Administration's proposal to invest in the country's infrastructure, $100 billion is carved out to address gaps in broadband access. According to the Federal Communications Commission, a","In the Biden Administration's proposal to invest in the country's infrastructure, $100 billion is carved out to address gaps in broadband access. According to the Federal Communications Commission, a",55,Tech Xplore,9,21,"The multilayered challenges of broadband expansion; In the Biden Administration's proposal to invest in the country's infrastructure, $100 billion is carved out to address gaps in broadband access. According to the Federal Communications Commission, a",0.0,0.962,0.038,0.0772,0.0,0,0,0.0772,0
2021-06-21 09:26:19-04:00,Windows Updates may fail if Fast Startup is enabled,"Fast Startup on Windows 10, as the name suggests, helps you boot your computer back on quickly after you have restarted it. An attribute of the Fast Startup feature is that it could potentially preve","Fast Startup on Windows 10, as the name suggests, helps you boot your computer back on quickly after you have restarted it. An attribute of the Fast Startup feature is that it could potentially preve",55,Thewindowsclub,9,21,"Windows Updates may fail if Fast Startup is enabled; Fast Startup on Windows 10, as the name suggests, helps you boot your computer back on quickly after you have restarted it. An attribute of the Fast Startup feature is that it could potentially preve",0.073,0.873,0.054,-0.2263,0.06190476190476191,0,0,-0.2882047619047619,0
2021-06-21 09:29:45-04:00,"After years of fighting it, Sony finally caves, says they will ‘grow’ cross-play","This has been the most annoying publisher saga in recent memory. Look, Microsoft really screwed up with the whole DRM proposal last generation. They were essentially bullied out of it, and we shouldn","This has been the most annoying publisher saga in recent memory. Look, Microsoft really screwed up with the whole DRM proposal last generation. They were essentially bullied out of it, and we shouldn",55,Destructoid,9,21,"After years of fighting it, Sony finally caves, says they will ‘grow’ cross-play; This has been the most annoying publisher saga in recent memory. Look, Microsoft really screwed up with the whole DRM proposal last generation. They were essentially bullied out of it, and we shouldn",0.238,0.762,0.0,-0.9199,0.012499999999999997,-1,0,-0.9324,-1
2021-06-21 09:30:25-04:00,Disney interview: Big games coming with Avatar and Pirates of the Caribbean,"Elevate your enterprise data technology and strategy at Transform 2021. Disney had a big week at the Electronic Entertainment Expo (E3) with the announcement of Ubisofts new open-world game, Avatar","Elevate your enterprise data technology and strategy at Transform 2021. Disney had a big week at the Electronic Entertainment Expo (E3) with the announcement of Ubisofts new open-world game, Avatar",55,VentureBeat,9,21,"Disney interview: Big games coming with Avatar and Pirates of the Caribbean; Elevate your enterprise data technology and strategy at Transform 2021. Disney had a big week at the Electronic Entertainment Expo (E3) with the announcement of Ubisofts new open-world game, Avatar",0.0,0.935,0.065,0.4215,-0.06590909090909092,1,0,0.4874090909090909,1
2021-06-21 09:33:31-04:00,All You Need to Know About Microsoft Blazor - Infographics,"Designer News is a large, global community of people working or interested in design and technology.","Designer News is a large, global community of people working or interested in design and technology.",55,Designernews,9,21,"All You Need to Know About Microsoft Blazor - Infographics; Designer News is a large, global community of people working or interested in design and technology.",0.0,0.895,0.105,0.4019,0.15476190476190477,1,1,0.2471380952380952,1
2021-06-21 09:34:00-04:00,Communications Component Shortage Outlook - Possible Development of Key Component Shortage in 2021 and Beyond,"DUBLIN, June 21, 2021 /PRNewswire/ -- The ""Analysis of the 2021 Component Shortage in the Communication Industry and Its Outlook"" report has been added to ResearchAndMarkets.com's offering.Supply c","DUBLIN, June 21, 2021 /PRNewswire/ -- The ""Analysis of the 2021 Component Shortage in the Communication Industry and Its Outlook"" report has been added to ResearchAndMarkets.com's offering.Supply c",55,PRNewswire,9,21,"Communications Component Shortage Outlook - Possible Development of Key Component Shortage in 2021 and Beyond; DUBLIN, June 21, 2021 /PRNewswire/ -- The ""Analysis of the 2021 Component Shortage in the Communication Industry and Its Outlook"" report has been added to ResearchAndMarkets.com's offering.Supply c",0.136,0.864,0.0,-0.6124,0.0,-1,0,-0.6124,-1
2021-06-21 09:36:06-04:00,From digital shopping to sustainability: 7 Israeli startups innovating the fashion industry,"Ranging from textiles to packaging to consumer engagement, Israeli startups are innovating the way the fashion industry operates. There have already been quite a few notable successes coming out of I","Ranging from textiles to packaging to consumer engagement, Israeli startups are innovating the way the fashion industry operates. There have already been quite a few notable successes coming out of I",55,Geektime,9,21,"From digital shopping to sustainability: 7 Israeli startups innovating the fashion industry; Ranging from textiles to packaging to consumer engagement, Israeli startups are innovating the way the fashion industry operates. There have already been quite a few notable successes coming out of I",0.0,0.847,0.153,0.7823,0.09999999999999999,1,0,0.6823,1
2021-06-21 09:36:53-04:00,Video games for all seasons: Microsoft and Nintendo reveal upcoming releases,"Much of the country is reopening as concerns about the coronavirus pandemic lessen, but video game makers have a message: If you want to stay inside, we can keep you entertained.Publishers and deve","Much of the country is reopening as concerns about the coronavirus pandemic lessen, but video game makers have a message: If you want to stay inside, we can keep you entertained.Publishers and deve",55,Tech Xplore,9,21,"Video games for all seasons: Microsoft and Nintendo reveal upcoming releases; Much of the country is reopening as concerns about the coronavirus pandemic lessen, but video game makers have a message: If you want to stay inside, we can keep you entertained.Publishers and deve",0.0,0.967,0.033,0.1154,-0.1,0,0,0.2154,0
2021-06-21 09:45:22-04:00,"Internet Of Things (IoT) Device And Service Market Growth Drivers, Trends, industry innovation demand analysis and Global Profit by 2028 | Amazon, Ecobee, Google, Honeywell International, LG Electronics, Motorola Mobility – The Manomet Current - The Manomet Current","Request Download SampleAsk For DiscountCompany ProfileTheGlobal Internet Of Things (IoT) Device And Service Marketreport provides information on market size, share, trends, growth, cost struct","Request Download SampleAsk For DiscountCompany ProfileTheGlobal Internet Of Things (IoT) Device And Service Marketreport provides information on market size, share, trends, growth, cost struct",55,Manometcurrent,9,21,"Internet Of Things (IoT) Device And Service Market Growth Drivers, Trends, industry innovation demand analysis and Global Profit by 2028 | Amazon, Ecobee, Google, Honeywell International, LG Electronics, Motorola Mobility – The Manomet Current - The Manomet Current; Request Download SampleAsk For DiscountCompany ProfileTheGlobal Internet Of Things (IoT) Device And Service Marketreport provides information on market size, share, trends, growth, cost struct",0.022,0.764,0.214,0.9022,0.0,1,0,0.9022,1
2021-06-21 09:47:00-04:00,Best gaming chair Prime Day 2021 deal: Save 38% in Amazon’s sale,"After weeks of anticipation, Amazon Prime Day has finally arrived, bringing with it thousands of deals on big-ticket items across home appliances, clothing and Amazon devices.And, theres good news","After weeks of anticipation, Amazon Prime Day has finally arrived, bringing with it thousands of deals on big-ticket items across home appliances, clothing and Amazon devices.And, theres good news",55,Independent,9,21,"Best gaming chair Prime Day 2021 deal: Save 38% in Amazon’s sale; After weeks of anticipation, Amazon Prime Day has finally arrived, bringing with it thousands of deals on big-ticket items across home appliances, clothing and Amazon devices.And, theres good news",0.0,0.699,0.301,0.9201,0.5666666666666667,1,1,0.3534333333333334,1
2021-06-21 09:49:00-04:00,Options Valuation for Beginners,"Investing using options is very different from constructing a classic long-term buy-and-hold portfolio.In this segment from Motley Fool Live that first aired June 7, Motley Fool Canada analyst Jim","Investing using options is very different from constructing a classic long-term buy-and-hold portfolio.In this segment from Motley Fool Live that first aired June 7, Motley Fool Canada analyst Jim",55,Motley Fool,9,21,"Options Valuation for Beginners; Investing using options is very different from constructing a classic long-term buy-and-hold portfolio.In this segment from Motley Fool Live that first aired June 7, Motley Fool Canada analyst Jim",0.162,0.838,0.0,-0.7003,0.26471861471861474,-1,1,-0.9650186147186148,-1
2021-06-21 09:49:50-04:00,Ultimate GitOps Certification Bundle Is Up For A Massive Offer For A Couple Of Days – Avail Now,"There are certain skills that you should always learn if you want to get ahead in your career and you want to stay up to date with the world of IT. Wccftech will help you with this, and we are offeri","There are certain skills that you should always learn if you want to get ahead in your career and you want to stay up to date with the world of IT. Wccftech will help you with this, and we are offeri",55,Wccftech,9,21,"Ultimate GitOps Certification Bundle Is Up For A Massive Offer For A Couple Of Days – Avail Now; There are certain skills that you should always learn if you want to get ahead in your career and you want to stay up to date with the world of IT. Wccftech will help you with this, and we are offeri",0.0,0.875,0.125,0.6597,0.07142857142857142,1,0,0.5882714285714286,1
2021-06-21 09:51:07-04:00,Integral Ad Science Holding Corp. sets IPO valuing ad-verification firm at $2.2B+,tumsasedgars/iStock via Getty Images<ul> <li>Advertising-verification firm Integral Ad Science Holding Corp. (IAS) released specifics Monday for a planned IPO that could value the company at up to,tumsasedgars/iStock via Getty Images<ul> <li>Advertising-verification firm Integral Ad Science Holding Corp. (IAS) released specifics Monday for a planned IPO that could value the company at up to,55,Seeking Alpha,9,21,Integral Ad Science Holding Corp. sets IPO valuing ad-verification firm at $2.2B+; tumsasedgars/iStock via Getty Images<ul> <li>Advertising-verification firm Integral Ad Science Holding Corp. (IAS) released specifics Monday for a planned IPO that could value the company at up to,0.0,0.882,0.118,0.5859,-0.2,1,-1,0.7859,1
2021-06-21 09:53:00-04:00,"Mass Surveillance methods linked to Intelligence agencies becoming extremely sophisticated, invisible and persistent","In the wake of recent terrorism attacks, we have witnessed a significant increase of the level of surveillance conducted by governments around the world. The terms surveillance and spying as used by","In the wake of recent terrorism attacks, we have witnessed a significant increase of the level of surveillance conducted by governments around the world. The terms surveillance and spying as used by",55,Idstch,9,21,"Mass Surveillance methods linked to Intelligence agencies becoming extremely sophisticated, invisible and persistent; In the wake of recent terrorism attacks, we have witnessed a significant increase of the level of surveillance conducted by governments around the world. The terms surveillance and spying as used by",0.133,0.671,0.196,0.3804,0.33125,1,1,0.04915000000000003,1
2021-06-21 09:54:10-04:00,You can now send tabs from Microsoft Edge to other devices,Microsoft Edge has a new feature that makes it easier to share content across devices. A small subset of people with the browser can now share tabs from their desktop to other devices. The capability,Microsoft Edge has a new feature that makes it easier to share content across devices. A small subset of people with the browser can now share tabs from their desktop to other devices. The capability,55,Windows Central,9,21,You can now send tabs from Microsoft Edge to other devices; Microsoft Edge has a new feature that makes it easier to share content across devices. A small subset of people with the browser can now share tabs from their desktop to other devices. The capability,0.0,0.851,0.149,0.7351,-0.09090909090909091,1,0,0.8260090909090909,1
