publishedAt,title,description,content,results,source2,hour,day,cont_joined,neg,neu,pos,comp,blob,comp_abs,blob_abs,c_b,Sentiment
2021-06-21 09:19:42-04:00,Prime Day 2021: Best tech deals right now,"Amazon Prime Day 2021 is finally here. During the Prime Day sales event, Prime members can take advantage of sitewide savings in categories ranging from tech and kitchenware to clothing and skin care","Amazon Prime Day 2021 is finally here. During the Prime Day sales event, Prime members can take advantage of sitewide savings in categories ranging from tech and kitchenware to clothing and skin care",34.0,NBC News,9.0,21.0,"Prime Day 2021: Best tech deals right now; Amazon Prime Day 2021 is finally here. During the Prime Day sales event, Prime members can take advantage of sitewide savings in categories ranging from tech and kitchenware to clothing and skin care",0.0,0.769,0.231,0.8779,0.42857142857142855,1,1,0.44932857142857147,1
2021-06-21 09:23:25-04:00,Doc10 Festival 2021: Three Highlights of a Powerful Year,"Chicago’s Doc10 has quickly become one of the most interesting film events in the Midwest, a highly curated selection of ten non-fiction films. The producers of this festival not only have a remarkab","Chicago’s Doc10 has quickly become one of the most interesting film events in the Midwest, a highly curated selection of ten non-fiction films. The producers of this festival not only have a remarkab",34.0,Rogerebert,9.0,21.0,"Doc10 Festival 2021: Three Highlights of a Powerful Year; Chicago’s Doc10 has quickly become one of the most interesting film events in the Midwest, a highly curated selection of ten non-fiction films. The producers of this festival not only have a remarkab",0.0,0.733,0.267,0.9143,0.2561904761904762,1,1,0.6581095238095238,1
2021-06-21 09:25:43-04:00,LEED Exam Prep,Home Learning-Hub v LEED Exam Preparation LEED CE AIA LUS WELL Sign in Sign up Welcome Home! Let's join hands not only to build a greener world but also an equitable one! REGISTER NOW Blogs ; Art,Home Learning-Hub v LEED Exam Preparation LEED CE AIA LUS WELL Sign in Sign up Welcome Home! Let's join hands not only to build a greener world but also an equitable one! REGISTER NOW Blogs ; Art,34.0,Visual,9.0,21.0,LEED Exam Prep; Home Learning-Hub v LEED Exam Preparation LEED CE AIA LUS WELL Sign in Sign up Welcome Home! Let's join hands not only to build a greener world but also an equitable one! REGISTER NOW Blogs ; Art,0.0,0.848,0.152,0.625,0.5,1,1,0.125,1
2021-06-21 09:26:46-04:00,Crime-Docuseries ‘Heist’ Season 1 is Coming to Netflix in July 2021,"Heist – Copyright. Dirty RobberComing to Netflix in July 2021 is the incredibly exciting new true-crime docuseries, Heist. The series is centred around three incredibly daring and famous heists tha","Heist – Copyright. Dirty RobberComing to Netflix in July 2021 is the incredibly exciting new true-crime docuseries, Heist. The series is centred around three incredibly daring and famous heists tha",34.0,What's on Netflix,9.0,21.0,"Crime-Docuseries ‘Heist’ Season 1 is Coming to Netflix in July 2021; Heist – Copyright. Dirty RobberComing to Netflix in July 2021 is the incredibly exciting new true-crime docuseries, Heist. The series is centred around three incredibly daring and famous heists tha",0.064,0.797,0.139,0.5245,0.24727272727272726,1,1,0.2772272727272727,1
2021-06-21 09:27:57-04:00,‘Rick and Morty’ Returns for S5 But Fans Are Confused About How to Watch,How to watch Rick and Morty Season 5. Adult SwimFew simple everyday pleasures compare to the return of a favorite show. There’s a palpable excitement that builds up as the new season’s premiere dat,How to watch Rick and Morty Season 5. Adult SwimFew simple everyday pleasures compare to the return of a favorite show. There’s a palpable excitement that builds up as the new season’s premiere dat,34.0,Observer,9.0,21.0,‘Rick and Morty’ Returns for S5 But Fans Are Confused About How to Watch; How to watch Rick and Morty Season 5. Adult SwimFew simple everyday pleasures compare to the return of a favorite show. There’s a palpable excitement that builds up as the new season’s premiere dat,0.043,0.787,0.17,0.7783,0.01948051948051948,1,0,0.7588194805194806,1
2021-06-21 09:30:00-04:00,Streaming accounts for 26% of US TV time,"The survey highlights the rapid rise to dominance of services such as Netflix and Hulu, although traditional network and cable TV still holds up well, attracting 64% of all TV viewing.<li>The standou","The survey highlights the rapid rise to dominance of services such as Netflix and Hulu, although traditional network and cable TV still holds up well, attracting 64% of all TV viewing.<li>The standou",34.0,The Drum,9.0,21.0,"Streaming accounts for 26% of US TV time; The survey highlights the rapid rise to dominance of services such as Netflix and Hulu, although traditional network and cable TV still holds up well, attracting 64% of all TV viewing.<li>The standou",0.0,0.841,0.159,0.7184,0.0,1,0,0.7184,1
2021-06-21 09:33:11-04:00,Aubrey Huff Calls Bruce Springsteen a P**** for Demanding Vaccinated Audience,"Former professional baseball player Aubrey Huff has branded musical giant Bruce Springsteen a ""p****"" after it was announced fans will need to be vaccinated to attend his Broadway show.Huff, 44, to","Former professional baseball player Aubrey Huff has branded musical giant Bruce Springsteen a ""p****"" after it was announced fans will need to be vaccinated to attend his Broadway show.Huff, 44, to",34.0,Newsweek,9.0,21.0,"Aubrey Huff Calls Bruce Springsteen a P**** for Demanding Vaccinated Audience; Former professional baseball player Aubrey Huff has branded musical giant Bruce Springsteen a ""p****"" after it was announced fans will need to be vaccinated to attend his Broadway show.Huff, 44, to",0.046,0.954,0.0,-0.2263,0.025,0,0,-0.2513,0
2021-06-21 09:41:10-04:00,"Netflix, Amazon Prime and Disney+ under review by UK government",(Pocket-lint) - The UK government is looking closely at streaming services to decide whether they need to be regulated in similar fashion to broadcast TV.It wants communications regulator Ofcom to,(Pocket-lint) - The UK government is looking closely at streaming services to decide whether they need to be regulated in similar fashion to broadcast TV.It wants communications regulator Ofcom to,34.0,Pocket-lint,9.0,21.0,"Netflix, Amazon Prime and Disney+ under review by UK government; (Pocket-lint) - The UK government is looking closely at streaming services to decide whether they need to be regulated in similar fashion to broadcast TV.It wants communications regulator Ofcom to",0.0,0.957,0.043,0.1779,0.1,0,0,0.0779,0
2021-06-21 09:44:23-04:00,Nina Simone’s Granddaughter Jumps To Chloe Bailey’s Defence After ‘Feeling Good’ Performance,"By Becca Longmire.2 mins ago Nina Simones granddaughter is speaking out after Chloe Bailey’s “Feeling Good” performance was labelled too “sexualized.”The singer, who is half of the duo Chloe x Ha","By Becca Longmire.2 mins ago Nina Simones granddaughter is speaking out after Chloe Bailey’s “Feeling Good” performance was labelled too “sexualized.”The singer, who is half of the duo Chloe x Ha",34.0,ETCanada,9.0,21.0,"Nina Simone’s Granddaughter Jumps To Chloe Bailey’s Defence After ‘Feeling Good’ Performance; By Becca Longmire.2 mins ago Nina Simones granddaughter is speaking out after Chloe Bailey’s “Feeling Good” performance was labelled too “sexualized.”The singer, who is half of the duo Chloe x Ha",0.0,0.913,0.087,0.4215,0.41111111111111104,1,1,0.010388888888888947,1
2021-06-21 09:45:00-04:00,"Hyundai Acquires Boston Dynamics and Its Robot Dog, Spot - MakeUseOf","Over the recent few years, Boston Dynamics has developedsome innovative advances in robotics. Now, car manufacturer Hyundai has completed the acquisition ofrobotics company Boston Dynamics and all","Over the recent few years, Boston Dynamics has developedsome innovative advances in robotics. Now, car manufacturer Hyundai has completed the acquisition ofrobotics company Boston Dynamics and all",34.0,MakeUseOf,9.0,21.0,"Hyundai Acquires Boston Dynamics and Its Robot Dog, Spot - MakeUseOf; Over the recent few years, Boston Dynamics has developedsome innovative advances in robotics. Now, car manufacturer Hyundai has completed the acquisition ofrobotics company Boston Dynamics and all",0.0,0.782,0.218,0.802,0.09999999999999999,1,0,0.7020000000000001,1
2021-06-21 09:48:40-04:00,Amazon Prime Day 2021: best TV and accessories deals,"Amazon Fire TV Stick 4K (£26.99 46 percent discount)Get almost half off this tiny 4K streaming device, which comes with an Alexa-powered Voice Remote and support not just for Ultra HD but Dolby Vis","Amazon Fire TV Stick 4K (£26.99 46 percent discount)Get almost half off this tiny 4K streaming device, which comes with an Alexa-powered Voice Remote and support not just for Ultra HD but Dolby Vis",34.0,Stuff,9.0,21.0,"Amazon Prime Day 2021: best TV and accessories deals; Amazon Fire TV Stick 4K (£26.99 46 percent discount)Get almost half off this tiny 4K streaming device, which comes with an Alexa-powered Voice Remote and support not just for Ultra HD but Dolby Vis",0.036,0.811,0.153,0.5346,0.18333333333333335,1,1,0.3512666666666666,1
2021-06-21 09:48:52-04:00,"NHL, Ben & Jerry’s Among 70+ Corporations Urging Senate To Pass For The People Act This Week — But Voting Bill Still Likely To Fail","Dozens of companies publicly urged the Senate to pass the sweeping For the People Act to strengthen voting rights in an open letter before the chamber votes on the legislation this week, the latest i","Dozens of companies publicly urged the Senate to pass the sweeping For the People Act to strengthen voting rights in an open letter before the chamber votes on the legislation this week, the latest i",34.0,Forbes,9.0,21.0,"NHL, Ben & Jerry’s Among 70+ Corporations Urging Senate To Pass For The People Act This Week — But Voting Bill Still Likely To Fail; Dozens of companies publicly urged the Senate to pass the sweeping For the People Act to strengthen voting rights in an open letter before the chamber votes on the legislation this week, the latest i",0.058,0.905,0.038,-0.296,0.0,0,0,-0.296,0
2021-06-21 09:51:28-04:00,Hedge Funds Held on to Pandemic Losers and Now It’s Paying Off - BloombergQuint,"(Bloomberg) -- As the world went into lockdown last year, hedge funds stuck by the companies that suffered the most. It paid off.Some of the industrys biggest names loaded up on companies that were","(Bloomberg) -- As the world went into lockdown last year, hedge funds stuck by the companies that suffered the most. It paid off.Some of the industrys biggest names loaded up on companies that were",34.0,BloombergQuint,9.0,21.0,"Hedge Funds Held on to Pandemic Losers and Now It’s Paying Off - BloombergQuint; (Bloomberg) -- As the world went into lockdown last year, hedge funds stuck by the companies that suffered the most. It paid off.Some of the industrys biggest names loaded up on companies that were",0.163,0.837,0.0,-0.8225,0.09999999999999999,-1,0,-0.9225,-1
2021-06-21 09:54:00-04:00,"Best Prime Day deals for $25 or less: Fire Stick 4K, Blink Mini, Echo Dot 4th gen and more - CNET","Show more (5 items)This story is part of Amazon Prime Day 2021, CNET's guide on everything you need to know and how to make sure you get the best deal.Amazon Prime Day, the biggest shopping day o","Show more (5 items)This story is part of Amazon Prime Day 2021, CNET's guide on everything you need to know and how to make sure you get the best deal.Amazon Prime Day, the biggest shopping day o",34.0,CNET,9.0,21.0,"Best Prime Day deals for $25 or less: Fire Stick 4K, Blink Mini, Echo Dot 4th gen and more - CNET; Show more (5 items)This story is part of Amazon Prime Day 2021, CNET's guide on everything you need to know and how to make sure you get the best deal.Amazon Prime Day, the biggest shopping day o",0.032,0.779,0.189,0.8832,0.5555555555555556,1,1,0.3276444444444444,1
2021-06-21 09:55:00-04:00,"Swifter, wider, stronger: Kaspersky reveals new updates to VPN Secure Connection",Kasperskyannouncedan improved and expanded list of available VPN Secure Connection capabilities. This includes the Kill Switch feature - which allows customers to spend time online safely and prote,Kasperskyannouncedan improved and expanded list of available VPN Secure Connection capabilities. This includes the Kill Switch feature - which allows customers to spend time online safely and prote,34.0,Vmblog,9.0,21.0,"Swifter, wider, stronger: Kaspersky reveals new updates to VPN Secure Connection; Kasperskyannouncedan improved and expanded list of available VPN Secure Connection capabilities. This includes the Kill Switch feature - which allows customers to spend time online safely and prote",0.093,0.635,0.272,0.7906,0.3672727272727273,1,1,0.42332727272727266,1
2021-06-21 09:59:13-04:00,Kevin Hart opens up to Will Smith about past infidelity on 'Red Table Talk',They really got to the Hart of the matter.Kevin Hart opened up about how his philandering affected his relationship with his children to Will Smith on a special Fathers Day installment of Smiths wi,They really got to the Hart of the matter.Kevin Hart opened up about how his philandering affected his relationship with his children to Will Smith on a special Fathers Day installment of Smiths wi,34.0,Www,9.0,21.0,Kevin Hart opens up to Will Smith about past infidelity on 'Red Table Talk'; They really got to the Hart of the matter.Kevin Hart opened up about how his philandering affected his relationship with his children to Will Smith on a special Fathers Day installment of Smiths wi,0.032,0.913,0.055,0.2732,0.07678571428571429,0,0,0.1964142857142857,0
2021-06-21 10:00:00-04:00,Launching The Value Lab: A Global Under-Covered Value Strategy,"MadamLead/iStock via Getty ImagesEditors' note: This article is meant to introduce the new Marketplace service from Valkyrie Trading Society, The Value Lab.  Introduction There's been a lot of","MadamLead/iStock via Getty ImagesEditors' note: This article is meant to introduce the new Marketplace service from Valkyrie Trading Society, The Value Lab.  Introduction There's been a lot of",34.0,Seeking Alpha,10.0,21.0,"Launching The Value Lab: A Global Under-Covered Value Strategy; MadamLead/iStock via Getty ImagesEditors' note: This article is meant to introduce the new Marketplace service from Valkyrie Trading Society, The Value Lab.  Introduction There's been a lot of",0.0,0.816,0.184,0.7351,0.06818181818181818,1,0,0.6669181818181817,1
2021-06-21 10:00:00-04:00,Instagram Reel ads are the new TikTok competitor; Monday’s daily brief,"Search Engine Land’s daily brief features daily insights, news, tips, and essential bits of wisdom for today’s search marketer. If you would like to read this before the rest of the internet does, si","Search Engine Land’s daily brief features daily insights, news, tips, and essential bits of wisdom for today’s search marketer. If you would like to read this before the rest of the internet does, si",47.0,Search Engine Land,10.0,21.0,"Instagram Reel ads are the new TikTok competitor; Monday’s daily brief; Search Engine Land’s daily brief features daily insights, news, tips, and essential bits of wisdom for today’s search marketer. If you would like to read this before the rest of the internet does, si",0.0,0.879,0.121,0.7096,0.01948051948051948,1,0,0.6901194805194806,1
2021-06-21 10:00:00-04:00,Launching The Value Lab: A Global Under-Covered Value Strategy,"MadamLead/iStock via Getty ImagesEditors' note: This article is meant to introduce the new Marketplace service from Valkyrie Trading Society, The Value Lab.  Introduction There's been a lot of","MadamLead/iStock via Getty ImagesEditors' note: This article is meant to introduce the new Marketplace service from Valkyrie Trading Society, The Value Lab.  Introduction There's been a lot of",47.0,Seeking Alpha,10.0,21.0,"Launching The Value Lab: A Global Under-Covered Value Strategy; MadamLead/iStock via Getty ImagesEditors' note: This article is meant to introduce the new Marketplace service from Valkyrie Trading Society, The Value Lab.  Introduction There's been a lot of",0.0,0.816,0.184,0.7351,0.06818181818181818,1,0,0.6669181818181817,1
2021-06-21 10:00:00-04:00,Instagram Reel ads are the new TikTok competitor; Monday’s daily brief,"Search Engine Land’s daily brief features daily insights, news, tips, and essential bits of wisdom for today’s search marketer. If you would like to read this before the rest of the internet does, si","Search Engine Land’s daily brief features daily insights, news, tips, and essential bits of wisdom for today’s search marketer. If you would like to read this before the rest of the internet does, si",34.0,Search Engine Land,10.0,21.0,"Instagram Reel ads are the new TikTok competitor; Monday’s daily brief; Search Engine Land’s daily brief features daily insights, news, tips, and essential bits of wisdom for today’s search marketer. If you would like to read this before the rest of the internet does, si",0.0,0.879,0.121,0.7096,0.01948051948051948,1,0,0.6901194805194806,1
2021-06-21 10:00:00-04:00,Three Reasons Companies Are Pushing To Get A Single Customer View,"Tom Treanor is the head of marketing at enterprise customer data (CDP) platformTreasure Data, where he leads the marketing strategy.gettyData-driven marketers have been buzzing about the need fo","Tom Treanor is the head of marketing at enterprise customer data (CDP) platformTreasure Data, where he leads the marketing strategy.gettyData-driven marketers have been buzzing about the need fo",34.0,Forbes,10.0,21.0,"Three Reasons Companies Are Pushing To Get A Single Customer View; Tom Treanor is the head of marketing at enterprise customer data (CDP) platformTreasure Data, where he leads the marketing strategy.gettyData-driven marketers have been buzzing about the need fo",0.0,1.0,0.0,0.0,-0.07142857142857142,0,0,0.07142857142857142,0
2021-06-21 10:00:00-04:00,Three Reasons Companies Are Pushing To Get A Single Customer View,"Tom Treanor is the head of marketing at enterprise customer data (CDP) platformTreasure Data, where he leads the marketing strategy.gettyData-driven marketers have been buzzing about the need fo","Tom Treanor is the head of marketing at enterprise customer data (CDP) platformTreasure Data, where he leads the marketing strategy.gettyData-driven marketers have been buzzing about the need fo",47.0,Forbes,10.0,21.0,"Three Reasons Companies Are Pushing To Get A Single Customer View; Tom Treanor is the head of marketing at enterprise customer data (CDP) platformTreasure Data, where he leads the marketing strategy.gettyData-driven marketers have been buzzing about the need fo",0.0,1.0,0.0,0.0,-0.07142857142857142,0,0,0.07142857142857142,0
2021-06-21 10:00:01-04:00,"Univision says it will launch a unified streaming service in 2022, with a subscription tier in addition to the ad-supported PrendeTV, following Televisa merger (Etan Vlessing/The Hollywood Reporter)","Mediagazer presents the day's must-read media news on a single page.The media business is in tumult: from the production side tothe distribution side, new technologies are upending the industry.","Mediagazer presents the day's must-read media news on a single page.The media business is in tumult: from the production side tothe distribution side, new technologies are upending the industry.",47.0,Mediagazer,10.0,21.0,"Univision says it will launch a unified streaming service in 2022, with a subscription tier in addition to the ad-supported PrendeTV, following Televisa merger (Etan Vlessing/The Hollywood Reporter); Mediagazer presents the day's must-read media news on a single page.The media business is in tumult: from the production side tothe distribution side, new technologies are upending the industry.",0.0,0.953,0.047,0.3818,0.021645021645021644,1,0,0.36015497835497834,1
2021-06-21 10:00:20-04:00,"Univision Takes Aim At Netflix, Setting 2022 Launch Of Streaming Service With Subscription Tier","Univision plans to launch a two-tier streaming service next year in the U.S. and Latin America, calling the premium offering a milestone for the Hispanic market.The new service will have more Spani","Univision plans to launch a two-tier streaming service next year in the U.S. and Latin America, calling the premium offering a milestone for the Hispanic market.The new service will have more Spani",47.0,Deadline,10.0,21.0,"Univision Takes Aim At Netflix, Setting 2022 Launch Of Streaming Service With Subscription Tier; Univision plans to launch a two-tier streaming service next year in the U.S. and Latin America, calling the premium offering a milestone for the Hispanic market.The new service will have more Spani",0.0,1.0,0.0,0.0,0.21212121212121213,0,1,-0.21212121212121213,0
2021-06-21 10:00:21-04:00,Private Equity Buys Hotel Guest Room Tech Provider Enseo,"H.I.G. Capital, a private equity and alternative assets investment firm, has acquired a majority interest in Enseo, a company that’s best known for delivering in-room digital entertainment via hotel","H.I.G. Capital, a private equity and alternative assets investment firm, has acquired a majority interest in Enseo, a company that’s best known for delivering in-room digital entertainment via hotel",47.0,Skift,10.0,21.0,"Private Equity Buys Hotel Guest Room Tech Provider Enseo; H.I.G. Capital, a private equity and alternative assets investment firm, has acquired a majority interest in Enseo, a company that’s best known for delivering in-room digital entertainment via hotel",0.0,0.726,0.274,0.8934,0.16,1,1,0.7333999999999999,1
2021-06-21 10:00:52-04:00,Good Vibes: The Best Percussion Massagers of 2021,"How We Tested ; Why You Can Trust UsTo give you an in-depth look at each percussion massager on this list, we researched the best products online, recalled what we liked about massagers that we","How We Tested ; Why You Can Trust UsTo give you an in-depth look at each percussion massager on this list, we researched the best products online, recalled what we liked about massagers that we",47.0,Gearhungry,10.0,21.0,"Good Vibes: The Best Percussion Massagers of 2021; How We Tested ; Why You Can Trust UsTo give you an in-depth look at each percussion massager on this list, we researched the best products online, recalled what we liked about massagers that we",0.0,0.68,0.32,0.9545,0.8250000000000001,1,1,0.12949999999999995,1
2021-06-21 10:01:08-04:00,"Twitter users roll their eyes over Juneteenth messaging, 6 top cybersecurity threats, and Boeing explains 737 Max certification","Hello, communicators:In celebration of the 50th anniversary of its first flight, Southwest Airlines has announced that it is gifting each employee with 50,000 Rapid Rewards points that they can red","Hello, communicators:In celebration of the 50th anniversary of its first flight, Southwest Airlines has announced that it is gifting each employee with 50,000 Rapid Rewards points that they can red",47.0,PR Daily,10.0,21.0,"Twitter users roll their eyes over Juneteenth messaging, 6 top cybersecurity threats, and Boeing explains 737 Max certification; Hello, communicators:In celebration of the 50th anniversary of its first flight, Southwest Airlines has announced that it is gifting each employee with 50,000 Rapid Rewards points that they can red",0.054,0.851,0.095,0.2732,0.25,0,1,0.0232,0
2021-06-21 10:03:00-04:00,"Dragonfly Stories' 'TrueFuture' Wins Three Bronze Awards for 'Series-Webseries: Non-Scripted,' 'Series: Documentary,' and 'Series: Science-Technology' in the 42nd Annual Telly Awards","DELRAY BEACH, Fla., June 21, 2021 /PRNewswire/ -- Dragonfly Stories, a full-service media production for the Medtech industry, announced today that ""TrueFuture,"" its online TV docu-series explori","DELRAY BEACH, Fla., June 21, 2021 /PRNewswire/ -- Dragonfly Stories, a full-service media production for the Medtech industry, announced today that ""TrueFuture,"" its online TV docu-series explori",47.0,PRNewswire,10.0,21.0,"Dragonfly Stories' 'TrueFuture' Wins Three Bronze Awards for 'Series-Webseries: Non-Scripted,' 'Series: Documentary,' and 'Series: Science-Technology' in the 42nd Annual Telly Awards; DELRAY BEACH, Fla., June 21, 2021 /PRNewswire/ -- Dragonfly Stories, a full-service media production for the Medtech industry, announced today that ""TrueFuture,"" its online TV docu-series explori",0.0,0.819,0.181,0.8658,0.15,1,1,0.7158,1
2021-06-21 10:03:18-04:00,Billy Eichner Has Some Tips For Post-Pandemic Living,"Hot Vax Summer, The Great Reopening, Post-Pandemic America whatever you want to call it, it’s officially underway. As COVID-19 restrictions across the country continue to be eased up and in some case","Hot Vax Summer, The Great Reopening, Post-Pandemic America whatever you want to call it, it’s officially underway. As COVID-19 restrictions across the country continue to be eased up and in some case",47.0,InsideHook,10.0,21.0,"Billy Eichner Has Some Tips For Post-Pandemic Living; Hot Vax Summer, The Great Reopening, Post-Pandemic America whatever you want to call it, it’s officially underway. As COVID-19 restrictions across the country continue to be eased up and in some case",0.0,0.83,0.17,0.765,0.525,1,1,0.24,1
